"uCode","GovEff","PolStab","RegQua","RuleOL","EntreprenPCplus","PolicyDB","ExpEdu","GovFundPup","PISA","PupTeachR","SchLifeExp","SciEngGrad","TertEnrol","TertMob","QSRank","RDCompExp","RDExp","ResPPop","GovOLServ","ICTAccWIPO5G20","ICTUseWIPO2","ElecOut","GroCap","LogPerf","GDPEner","ISOEnv","LowCarbonEner","DomCred2Priv","FinanceSSGEMplus","MicroLoanIMFFAS","JointVenPB","LateVCInt","MarkCap","VenCapInvPB","VenCapRecPB","AppTariffWTO","DomMarkSc","HHI","Demogdividend","FemEmpDeg","GERDFinBus","GERDPerf","KnowIntsEmp","PatFam","PublicPrivCopubs","StatClustDev","THEunirank","UniResColl","FDINetInfl","HiTechImp","ICTSevImp","IntelPropPay","ResTalBus","CitDoc","PatOrig","PCTInventors","SciTechArt","UtilModOrig","CompSoftSpend","GrowPPP","HiTechManuf","UnicornVal","EcComplexity","HTExpHKG","ICTServExp","IntelPropRec","ISOQual","BrandVal","CorpIAs","IndustDes","TradmkOrig","CreaGoodExp","CultServExp","EntMedia","FilmsOmdia","AppCrea","GHRecSentNoBot","TLDsMix"
"LUX",1.91421329975128,1.2,1.92906320095062,1.75243473052979,4.92090916666667,6.15814516831683,4.70302816111153,20.8647594451904,476.725426725701,8.08547894559535,14.3579502105713,22.8809634089856,21.032600402832,50.484748840332,10.7,688.500043647843,1.034723756,5224.20245486971,0.75554,99.4405263157895,88.6258001646032,1865.67164179104,17.322,3.6,23.3870967741935,0.80400578069979,9.07489733328538,96.50279,4.49605464285714,NA,1.30647871158617,0.0262903249531826,67.9378,4.27816329299432,0.331732678742935,1.34026671910679,101.876,NA,26.5229192905315,29.7118251076515,44.18126152,0.479091932,68.0148193887002,2.97865111274704,4.46082639063778,4.70454964356436,87,5.08970475247525,-161.339056666667,1.30493016077765,4.70151647292483,4.57865625019358,32.3996292219454,300,4.49836145657351,0.87485767010876,14.556912324787,NA,0.154897680538315,-1.02468973399703,NA,2.06200447454971,NA,0.724614597705798,3.46095051927005,1.40592939911171,1.36375664068066,8.23700679430474,71.5684293109341,3.38903702497507,43.9455311526797,0.0603678200260717,6.27478045943309,NA,10.1962575656231,425655.087492528,2967326.95672554,480.419611503756
"NLD",1.62553191184998,1.55,1.79096639156342,1.64250445365906,6.05666111111111,4.66165502620087,5.05201090398091,23.7045001983643,480.078461017219,13.672264281964,18.5848503112793,20.1064886877308,89.3898620605469,13.7241697311401,69.9333333333333,5349.87592333333,2.227458062,6583.03965989819,0.92118,97.2726315789474,88.6831077606362,6785.79418344519,20.787,4.1,16.4053653719552,1.93857784010824,17.0372650807758,84.07735,6.24877571428572,NA,0.433765514306574,0.46189981887526,108.2252,0.861161195705375,0.413099734004177,1.34026671910679,1460.53,0.110961421,26.8609695379924,23.7767818773405,58.34,1.558916691,54.9574668707986,3.82903766427057,5.51247768878468,4.91218319213974,96.7,5.41351049781659,-12.0783066666667,11.2698923327077,3.01731390044821,4.44419805498177,71.6115039257363,1471,6.24676374605477,2.5698887390194,26.5718608998103,NA,0.538626751378737,0.120205035849057,41.46150436,1.9215057817999,1.0714959,12.0285218612206,4.60987583955367,4.37896525408383,6.44993347602244,8.66134206887883,85.6922086843353,2.72586054373299,35.8509919338795,3.14920237508546,2.10280789887343,1.57939482158572,3.84339378259678,607831.30317875,5753050.95480268,726.837182637195
"CHE",2.13492703437805,1.2,1.72938001155853,1.76172566413879,5.56100833333333,5.89097830952381,5.12050407980857,23.0549392700195,497.948520542467,9.49681244225439,16.694299697876,25.1901296152431,74.0060882568359,19.7187690734863,78.5666666666667,8781.3202189488,3.298743019,5996.86376725618,0.8408,100,88.7948694925988,7860.51743532058,25.0156666666667,4.1,27.7513416815742,2.93924742587269,55.6877251510733,170.38555,5.9460375,NA,0.51483409278194,0.370998465359877,259.862946666667,1.37844061142409,0.625810892234927,0.800654135097198,851.136,0.150235106,24.93616325613,21.8279319188622,65.91011503,2.252126983,51.9546312248749,8.29869686282833,8.28646085871373,5.03480592857143,95.1,5.67474445238095,-9.05485333333333,7.60423543144272,3.23397541181554,5.52498201691461,48.6940369959021,1369,13.0784929011872,3.53808051827205,38.1889615760584,NA,0.652420517283897,0.759768340995908,71.49464865,0.880348618052749,2.0829551,14.289578191056,3.08975412075058,5.36032739528423,8.81164678316376,18.8363662010156,81.5460132867736,4.05959930657655,48.8322251724415,2.88253974580684,0.681108774690186,3.03810758562142,17.3828341164114,912610.586236779,6146128.52690487,581.692615514122
"IRL",1.59114551544189,1.45,1.74936389923096,1.63358354568481,5.4557776675485,5.38156681188119,3.00598001480102,10.6223096847534,503.834597219401,14.0942342119884,19.1848793029785,25.8441284886783,76.6049499511719,10.9852695465088,52.0666666666667,1747.07522594028,1.582903065,5320.98239650036,0.87678,98.7603859649123,84.212797740262,5862.2641509434,22.669,3.6,41.2099616858237,1.82727319728494,20.6857208494558,25.95343,5.108125,NA,0.358966754086282,0.271298125201062,36.3658133333333,0.515671791310796,0.507241889406339,1.34026671910679,691.904,NA,31.6403229817409,31.0430669653971,55.52,1.363158903,49.1912671357075,1.51741749673217,3.82751763650716,4.64844299009901,83.2,4.93167356435644,-5.74724,7.42597917851915,1.84580092279383,23.2467113474197,47.424150593604,753,1.69432688543721,0.763413710572565,14.2086185366756,0.166921480431041,0.683306085152488,-0.397901653252004,NA,1.88173187449444,1.4747884,14.5495820221794,36.9786824505852,2.6448118085396,4.28825714771074,4.63379794797565,87.7933630528198,0.632233571898104,NA,0.973173261534688,0.899301898208648,1.6474193744766,8.50144483426159,655205.047931574,4038412.83184788,223.295834442288
"HUN",0.372758895158768,1.6,0.318309366703033,0.427084535360336,4.34831458333333,3.15045934177215,5.07200651822015,17.6828308105469,477.21366885483,9.88952075494973,15.624400138855,24.129407610432,56.5924415588379,14.3900995254517,21.8,221.101888392,1.386324126,4610.41935592158,0.71437,97.0810526315789,84.9664109126366,3703.85818561001,27.7293333333333,3.2,13.7558528428094,7.04546770923834,25.4856798620305,33.00525,4.672534375,NA,0.185847632985033,0.0516836524417487,16.2010733333333,0.252085945413741,0.181682741309153,1.34026671910679,448.456,0.097918056,24.8740641629619,19.4192704810857,44.90389437,1.008113065,40.9769651720188,0.261146700491382,5.25856980604722,3.25199543037975,56.5,3.97665525316456,-5.58142333333333,15.6682230956077,1.63018210913943,0.93754495089875,62.7442112879884,630,1.13524471474081,0.606070160729258,19.4957810799722,0.437880104257168,0.233144608979069,0.790374246490959,56.09418521,0,1.5066137,14.5914738596997,2.12851540107034,0.909426741498697,16.189979727773,2.47003285576442,57.91737858875,1.50362004054445,22.7767158992181,5.73204140667162,0.900140514226726,0.497936547837995,3.18433676850899,218659.399938956,1761877.89933392,162.675351380222
"AGO",-1.00890958309174,2.525,-0.761388182640076,-1.09906601905823,3.72852821869489,2.88269174834437,2.51273663315785,NA,NA,27.9654561960962,NA,11.1722488038278,10.0493602752685,NA,0,0,0.03229,18.93579,0.39624,58.988947368421,58.7870975844055,442.821017139646,33.4393333333333,2.1,12.7261273209549,0.0727146620725916,26.2267834001727,9.53398,3.20518518518519,0.00459717577891087,NA,NA,NA,NA,NA,7.34623717647198,374.937,0.550213282,63.44353386933,1.29379992670131,NA,NA,8.42259347377597,0,0.333119321000251,2.58721908609272,NA,2.30132042384106,-5.12264666666667,4.67242399846609,0.250195799499986,0.561607102547309,NA,67,0.00720585692050499,0,0.546758522098379,0.0288234276820199,0.161630552531688,-2.9101328535973,3.564327941,0,-0.46885175,0.365921015111446,0.114165277647503,0,0.343996285958799,NA,NA,0.134624952442272,10.0458102371057,0.00808891372790647,NA,NA,NA,389.433165989726,25633.4406080331,0.636305275572717
"TTO",-0.0436432547867298,2,-0.130735039710999,-0.283585637807846,NA,3.67186358558559,2.92899990081787,13.3242702484131,423.035701162366,12.0288435136608,NA,24.3587608337402,NA,NA,0,0,0.0478,492.71552,0.59989,85.2382807017544,77.5114421016454,6202.61437908497,NA,2.5,2.16180371352785,0.416449765747007,0.00991663436600264,41.64482,NA,NA,NA,NA,NA,NA,NA,6.45232304984986,49.967,NA,29.9857195418607,14.6241722749786,4.6,0.00973833261557792,30.6575808374117,0,1.21051603186368,3.61828396396396,NA,3.0202125045045,-4.17941666666667,5.11030359020906,0.666956905024302,0.229920395834385,1.4,140,0.0208224882873503,0,3.98262853483299,0.0237208530018739,0.161862862556526,-0.603648634966967,NA,0,-0.22798508,0.926354899225941,0.62406667302333,0.024048192407633,1.66579906298803,0,NA,0.240006982021295,18.4487246225924,0.284948742871236,0.0192069397026116,NA,NA,272.928464280439,299854.025467105,14.2260912416167
"AZE",-0.0326422192156315,1.85,-0.108809567987919,-0.566586077213287,7.18947678571429,5.17819499969482,3.58290021909589,15.0948801040649,380.746612809969,9.17082254582362,12.909779548645,26.4758892059326,41.3907585144043,2.53143000602722,3.83333333333333,0,0.18178,1663.3395,0.73863,87.3223157894737,82.1703722171857,2865.10263929619,14.825,NA,7.4954260953298,0.5884513296496,2.32168562717796,23.15091,5.8298625,NA,0.00634886542714795,0.00240798396777831,2.71077666666667,0.00985451947692125,0.012496289729007,5.77577841599269,253.121,0.156625078,35.2006027478732,NA,30.77966,0.00449,NA,0.0245237487983363,1.33795828786251,4.62030029296875,26.7,4.58872127532959,-2.81434666666667,5.08542399427889,0.397509255640893,0.545363237179557,NA,167,0.980752216082667,0.0276547580011141,7.09542076714299,0.246231407442031,0.0614336921490867,1.14786605683338,14.5002803,0,-1.2644222,0.19087698884254,0.459726511114141,0.017834773493863,1.39392017094302,NA,NA,0.129375824249203,28.7089127422667,0.0642564377001648,0.103551764083989,0.144864890563214,0,57599.8702920006,302045.378394872,8.53267280142764
"TGO",-0.578052043914795,2.6,-0.493230193853378,-0.527499735355377,4.09332341269841,NA,4.14281885166484,NA,NA,17.7752874456184,12.3168201446533,NA,14.9029903411865,NA,0,0,NA,41.39064,0.44721,70.5261052631579,45.7982188151818,92.6553672316384,27.4953333333333,2.5,5.03359173126615,0.493879422866617,5.89091357298769,27.87605,3.061875,6.1243463520648,NA,NA,NA,NA,NA,10.2085617563546,30.563,NA,58.8084520191417,1.52879373519425,NA,NA,6.72590609181794,0,0.758620689655172,NA,NA,NA,-1.12932333333333,5.83852143794071,0.943300338362533,0,NA,79,0.670264931033266,0,6.74017602984,0,0.072304750720918,2.09086326337675,NA,0,-1.1044855,0.205651627097264,1.74729803449226,1.6367364849349e-05,0.952481744099905,1.53504159097428,NA,0.176385508166649,5.18573394009948,0.0669407631970822,1.52589276450645,NA,NA,35792.1121052895,57650.0217810647,2.44889324629498
"LSO",-0.953606307506561,2.4,-0.590149462223053,-0.480017185211182,NA,2.78727483505155,6.62253066096596,34.8225212097168,NA,25.3429261047159,11.0269403457642,15.3596200942993,10.9827044025157,0.35207998752594,0,0,0.05101,23.73201,0.28637,49.8520315789474,56.4323880479786,NA,28.1413333333333,NA,NA,0.149186931224825,12.9532318509204,24.86673,NA,NA,NA,NA,NA,NA,NA,2.34349796279979,7.055,NA,53.9535188770059,3.67609892382204,0.78134,NA,12.1553911892935,0,1.73760423652366,3.15462760824742,NA,2.39650388659794,-0.685333333333333,2.8449751815581,0.63873207886823,0.16452068068122,NA,59,0.177179305457123,0.141743444365698,11.4812189936215,NA,0.082082900551354,-1.6257722701207,NA,0,NA,0.0516875533321631,0.00101665759582167,0.0110401449481187,0.447560793674474,NA,NA,NA,11.7342536669543,0.0695132591805875,0.00329763057780718,NA,NA,NA,73764.9131099925,2.16234592523416
