"uCode","PolStab","GovEff","RegQua","RuleOL","PolicyDB","EntreprenPCplus","ExpEdu","GovFundPup","SchLifeExp","PISA","PupTeachR","TertEnrol","SciEngGrad","TertMob","ResPPop","RDExp","RDCompExp","QSRank","ICTAccWIPO5G20","ICTUseWIPO2","GovOLServ","ElecOut","LogPerf","GroCap","GDPEner","LowCarbonEner","ISOEnv","FinanceSSGEMplus","DomCred2Priv","MicroLoanIMFFAS","MarkCap","VenCapInvPB","VenCapRecPB","LateVCInt","JointVenPB","AppTariffWTO","HHI","DomMarkSc","Demogdividend","KnowIntsEmp","FemEmpDeg","GERDPerf","GERDFinBus","PublicPrivCopubs","UniResColl","THEunirank","StatClustDev","PatFam","IntelPropPay","HiTechImp","ICTSevImp","FDINetInfl","ResTalBus","PatOrig","PCTInventors","UtilModOrig","SciTechArt","CitDoc","GrowPPP","UnicornVal","CompSoftSpend","HiTechManuf","IntelPropRec","EcComplexity","HTExpHKG","ICTServExp","ISOQual","CorpIAs","TradmkOrig","BrandVal","IndustDes","CultServExp","FilmsOmdia","EntMedia","CreaGoodExp","TLDsMix","GHRecSentNoBot","AppCrea"
"LUX",1.2,1.91421329975128,1.92906320095062,1.75243473052979,6.15814516831683,4.92090916666667,4.70302816111153,20.8647594451904,14.3579502105713,476.725426725701,8.08547894559535,21.032600402832,22.8809634089856,50.484748840332,5224.20245486971,1.034723756,688.500043647843,10.7,99.4405263157895,88.6258001646032,0.75554,1865.67164179104,3.6,17.322,23.3870967741935,9.07489733328538,0.80400578069979,4.49605464285714,96.50279,0.317994270030406,67.9378,4.27816329299432,0.331732678742935,0.0262903249531826,1.30647871158617,1.34026671910679,0.128529915,101.876,26.5229192905315,68.0148193887002,29.7118251076515,0.479091932,44.18126152,4.46082639063778,5.08970475247525,87,4.70454964356436,2.97865111274704,4.57865625019358,1.30493016077765,4.70151647292483,-161.339056666667,32.3996292219454,4.49836145657351,0.87485767010876,0.166921480431041,14.556912324787,300,-1.02468973399703,2.06200447454971,0.154897680538315,23.42860008,1.40592939911171,0.22453047,0.724614597705798,3.46095051927005,1.36375664068066,71.5684293109341,43.9455311526797,8.23700679430474,3.38903702497507,6.27478045943309,10.1962575656231,2.21777202001873,0.0603678200260717,480.419611503756,2967326.95672554,425655.087492528
"NLD",1.55,1.62553191184998,1.79096639156342,1.64250445365906,4.66165502620087,6.05666111111111,5.05201090398091,23.7045001983643,18.5848503112793,480.078461017219,13.672264281964,89.3898620605469,20.1064886877308,13.7241697311401,6583.03965989819,2.227458062,5349.87592333333,69.9333333333333,97.2726315789474,88.6831077606362,0.92118,6785.79418344519,4.1,20.787,16.4053653719552,17.0372650807758,1.93857784010824,6.24877571428572,84.07735,0.446289901288334,108.2252,0.861161195705375,0.413099734004177,0.46189981887526,0.433765514306574,1.34026671910679,0.110961421,1460.53,26.8609695379924,54.9574668707986,23.7767818773405,1.558916691,58.34,5.51247768878468,5.41351049781659,96.7,4.91218319213974,3.82903766427057,4.44419805498177,11.2698923327077,3.01731390044821,-12.0783066666667,71.6115039257363,6.24676374605477,2.5698887390194,0.314293647911778,26.5718608998103,1471,0.120205035849057,1.9215057817999,0.538626751378737,41.46150436,4.37896525408383,1.0714959,12.0285218612206,4.60987583955367,6.44993347602244,85.6922086843353,35.8509919338795,8.66134206887883,2.72586054373299,2.10280789887343,3.84339378259678,1.57939482158572,3.14920237508546,726.837182637195,5753050.95480268,607831.30317875
"CHE",1.2,2.13492703437805,1.72938001155853,1.76172566413879,5.89097830952381,5.56100833333333,5.12050407980857,23.0549392700195,16.694299697876,497.948520542467,9.49681244225439,74.0060882568359,25.1901296152431,19.7187690734863,5996.86376725618,3.298743019,8781.3202189488,78.5666666666667,100,88.7948694925988,0.8408,7860.51743532058,4.1,25.0156666666667,27.7513416815742,55.6877251510733,2.93924742587269,5.9460375,170.38555,0.446289901288334,259.862946666667,1.37844061142409,0.625810892234927,0.370998465359877,0.51483409278194,0.800654135097198,0.150235106,851.136,24.93616325613,51.9546312248749,21.8279319188622,2.252126983,65.91011503,8.28646085871373,5.67474445238095,95.1,5.03480592857143,8.29869686282833,5.52498201691461,7.60423543144272,3.23397541181554,-9.05485333333333,48.6940369959021,13.0784929011872,3.53808051827205,0.314293647911778,38.1889615760584,1369,0.759768340995908,0.880348618052749,0.652420517283897,71.49464865,5.36032739528423,2.0829551,14.289578191056,3.08975412075058,8.81164678316376,81.5460132867736,48.8322251724415,18.8363662010156,4.05959930657655,0.681108774690186,17.3828341164114,3.03810758562142,2.88253974580684,581.692615514122,6146128.52690487,912610.586236779
"IRL",1.45,1.59114551544189,1.74936389923096,1.63358354568481,5.38156681188119,5.4557776675485,3.00598001480102,10.6223096847534,19.1848793029785,503.834597219401,14.0942342119884,76.6049499511719,25.8441284886783,10.9852695465088,5320.98239650036,1.582903065,1747.07522594028,52.0666666666667,98.7603859649123,84.212797740262,0.87678,5862.2641509434,3.6,22.669,41.2099616858237,20.6857208494558,1.82727319728494,5.108125,25.95343,0.230811841283796,36.3658133333333,0.515671791310796,0.507241889406339,0.271298125201062,0.358966754086282,1.34026671910679,0.078380298,691.904,31.6403229817409,49.1912671357075,31.0430669653971,1.363158903,55.52,3.82751763650716,4.93167356435644,83.2,4.64844299009901,1.51741749673217,23.2467113474197,7.42597917851915,1.84580092279383,-5.74724,47.424150593604,1.69432688543721,0.763413710572565,0.166921480431041,14.2086185366756,753,-0.397901653252004,1.88173187449444,0.683306085152488,38.30951574,2.6448118085396,1.4747884,14.5495820221794,36.9786824505852,4.28825714771074,87.7933630528198,35.8509919338795,4.63379794797565,0.632233571898104,0.899301898208648,8.50144483426159,1.6474193744766,0.973173261534688,223.295834442288,4038412.83184788,655205.047931574
"HUN",1.6,0.372758895158768,0.318309366703033,0.427084535360336,3.15045934177215,4.34831458333333,5.07200651822015,17.6828308105469,15.624400138855,477.21366885483,9.88952075494973,56.5924415588379,24.129407610432,14.3900995254517,4610.41935592158,1.386324126,221.101888392,21.8,97.0810526315789,84.9664109126366,0.71437,3703.85818561001,3.2,27.7293333333333,13.7558528428094,25.4856798620305,7.04546770923834,4.672534375,33.00525,0.230811841283796,16.2010733333333,0.252085945413741,0.181682741309153,0.0516836524417487,0.185847632985033,1.34026671910679,0.097918056,448.456,24.8740641629619,40.9769651720188,19.4192704810857,1.008113065,44.90389437,5.25856980604722,3.97665525316456,56.5,3.25199543037975,0.261146700491382,0.93754495089875,15.6682230956077,1.63018210913943,-5.58142333333333,62.7442112879884,1.13524471474081,0.606070160729258,0.437880104257168,19.4957810799722,630,0.790374246490959,0,0.233144608979069,56.09418521,0.909426741498697,1.5066137,14.5914738596997,2.12851540107034,16.189979727773,57.91737858875,22.7767158992181,2.47003285576442,1.50362004054445,0.900140514226726,3.18433676850899,0.497936547837995,5.73204140667162,162.675351380222,1761877.89933392,218659.399938956
"AGO",2.525,-1.00890958309174,-0.761388182640076,-1.09906601905823,2.88269174834437,3.72852821869489,2.51273663315785,9.81437969207764,9.88817977905273,367.541409684511,27.9654561960962,10.0493602752685,11.1722488038278,0.825420022010803,18.93579,0.03229,0,0,58.988947368421,58.7870975844055,0.39624,442.821017139646,2.1,33.4393333333333,12.7261273209549,26.2267834001727,0.0727146620725916,3.20518518518519,9.53398,0.00459717577891087,15.6933733333333,0.0508768572720629,0.0339529591648058,0.0086250080574459,0.0183952397162544,7.34623717647198,0.550213282,374.937,63.44353386933,8.42259347377597,1.29379992670131,0.00609647949018557,11.09,0.333119321000251,2.30132042384106,42.2,2.58721908609272,0,0.561607102547309,4.67242399846609,0.250195799499986,-5.12264666666667,5.57274,0.00720585692050499,0,0.0288234276820199,0.546758522098379,67,-2.9101328535973,0,0.161630552531688,3.564327941,0,-0.46885175,0.365921015111446,0.114165277647503,0.343996285958799,35.8627278333176,10.0458102371057,0,0.134624952442272,0.191746914379186,0.541252360536857,0.0634294986316351,0.00808891372790647,0.636305275572717,25633.4406080331,389.433165989726
"TTO",2,-0.0436432547867298,-0.130735039710999,-0.283585637807846,3.67186358558559,3.67582388888889,2.92899990081787,13.3242702484131,12.5527264641832,423.035701162366,12.0288435136608,53.1743590503791,24.3587608337402,4.65849018096924,492.71552,0.0478,0,0,85.2382807017544,77.5114421016454,0.59989,6202.61437908497,2.5,24.57,2.16180371352785,0.00991663436600264,0.416449765747007,3.061875,41.64482,3.15184618945026,30.8268266666667,0.200820238371374,0.0337404400824959,0.00310057827930566,0.0242964057769758,6.45232304984986,0.288121919,49.967,29.9857195418607,30.6575808374117,14.6241722749786,0.00973833261557792,4.6,1.21051603186368,3.0202125045045,38.9,3.61828396396396,0,0.229920395834385,5.11030359020906,0.666956905024302,-4.17941666666667,1.4,0.0208224882873503,0,0.0237208530018739,3.98262853483299,140,-0.603648634966967,0,0.161862862556526,4.16400831,0.024048192407633,-0.22798508,0.926354899225941,0.62406667302333,1.66579906298803,2.48643928448437,18.4487246225924,0,0.240006982021295,0.0192069397026116,5.9126000950806,0.225911072715869,0.284948742871236,14.2260912416167,299854.025467105,272.928464280439
"AZE",1.85,-0.0326422192156315,-0.108809567987919,-0.566586077213287,5.17819499969482,7.18947678571429,3.58290021909589,15.0948801040649,12.909779548645,380.746612809969,9.17082254582362,41.3907585144043,26.4758892059326,2.53143000602722,1663.3395,0.18178,0,3.83333333333333,87.3223157894737,82.1703722171857,0.73863,2865.10263929619,2.7,14.825,7.4954260953298,2.32168562717796,0.5884513296496,5.8298625,23.15091,0.407938285155321,2.71077666666667,0.00985451947692125,0.012496289729007,0.00240798396777831,0.00634886542714795,5.77577841599269,0.156625078,253.121,35.2006027478732,15.7581922455624,8.05013240951446,0.00449,30.77966,1.33795828786251,4.58872127532959,26.7,4.62030029296875,0.0245237487983363,0.545363237179557,5.08542399427889,0.397509255640893,-2.81434666666667,7.51361,0.980752216082667,0.0276547580011141,0.246231407442031,7.09542076714299,167,1.14786605683338,0,0.0614336921490867,14.5002803,0.017834773493863,-1.2644222,0.19087698884254,0.459726511114141,1.39392017094302,37.922326124378,28.7089127422667,0.530607192995544,0.129375824249203,0.103551764083989,0,0.144864890563214,0.0642564377001648,8.53267280142764,302045.378394872,57599.8702920006
"TGO",2.6,-0.578052043914795,-0.493230193853378,-0.527499735355377,4.39489269256592,4.09332341269841,4.14281885166484,13.7125597000122,12.3168201446533,396.661229047105,17.7752874456184,14.9029903411865,21.7630405426025,2.51405000686646,41.39064,0.05997,0,0,70.5261052631579,45.7982188151818,0.44721,92.6553672316384,2.5,27.4953333333333,5.03359173126615,5.89091357298769,0.493879422866617,3.061875,27.87605,6.1243463520648,18.0250266666667,0.030991457654436,0.0415052262781413,0.0086250080574459,0.00703089708557703,10.2085617563546,0.235432252,30.563,58.8084520191417,6.72590609181794,1.52879373519425,0.00973833261557792,4.6,0.758620689655172,3.60153220289855,42.2,3.59653806686401,0,0,5.83852143794071,0.943300338362533,-1.12932333333333,2.18339,0.670264931033266,0,0,6.74017602984,79,2.09086326337675,0,0.072304750720918,8.229672752,1.6367364849349e-05,-1.1044855,0.205651627097264,1.74729803449226,0.952481744099905,2.48643928448437,5.18573394009948,1.53504159097428,0.176385508166649,1.52589276450645,2.68814949724078,0.0634294986316351,0.0669407631970822,2.44889324629498,57650.0217810647,35792.1121052895
"LSO",2.4,-0.953606307506561,-0.590149462223053,-0.480017185211182,2.78727483505155,3.72852821869489,6.62253066096596,34.8225212097168,11.0269403457642,363.761370876835,25.3429261047159,10.9827044025157,15.3596200942993,0.35207998752594,23.73201,0.05101,0,0,49.8520315789474,56.4323880479786,0.28637,1088.2070949185,2.6,28.1413333333333,8.69439071566731,12.9532318509204,0.149186931224825,3.249375,24.86673,1.59488605107165,63.848,0.269010924821226,0.0339529591648058,0.00519011340092071,0.0462837390146793,2.34349796279979,0.311808741,7.055,53.9535188770059,12.1553911892935,3.67609892382204,0.00973833261557792,0.78134,1.73760423652366,2.39650388659794,42.2,3.15462760824742,0,0.16452068068122,2.8449751815581,0.63873207886823,-0.685333333333333,3.54,0.177179305457123,0.141743444365698,0.0280874080137388,11.4812189936215,59,-1.6257722701207,0,0.082082900551354,6.86634266,0.0110401449481187,-0.8191827,0.0516875533321631,0.00101665759582167,0.447560793674474,2.48643928448437,11.7342536669543,0.348828623729022,0.38755483900972,0.00329763057780718,1.74457886655376,0.0634294986316351,0.0695132591805875,2.16234592523416,73764.9131099925,389.433165989726
